num1,num2,lift,joint_prob,both_count,expected_prob
8,27,0.941298057048367,0.03542673107890499,22,0.037636039736438816
18,29,0.9409090909090908,0.03542673107890499,22,0.03765159824811159
7,19,0.9397699757869248,0.0322061191626409,20,0.03427021504456217
16,20,0.939652870493992,0.027375201288244767,17,0.029133313107268157
13,15,0.9391426783479349,0.04669887278582931,29,0.049725003306183735
11,19,0.9390120967741934,0.033816425120772944,21,0.03601276835191279
22,33,0.9389622791660036,0.030595813204508857,19,0.03258470961334505
10,35,0.9371900826446281,0.033816425120772944,21,0.03608278165444027
33,37,0.9365632953152985,0.02576489533011272,16,0.027510041722742132
17,26,0.9364673485444531,0.037037037037037035,23,0.03954973667218994
17,31,0.9364673485444531,0.037037037037037035,23,0.03954973667218994
16,18,0.9364285714285715,0.030595813204508857,19,0.0326728745128241
4,6,0.9354330708661418,0.03542673107890499,22,0.0378720104968092
5,6,0.9346153846153846,0.028985507246376812,18,0.03101329993439494
22,24,0.9339750338396751,0.0322061191626409,20,0.03448284803742341
24,28,0.9331698829484341,0.030595813204508857,19,0.03278697026509111
3,18,0.9324324324324325,0.0322061191626409,20,0.034539895913556905
26,33,0.9313284394979874,0.030595813204508857,19,0.03285179739706099
15,31,0.9309807991696938,0.04186795491143317,26,0.04497187799015146
13,33,0.9309680182752713,0.033816425120772944,21,0.036323938585368254
28,35,0.9291108577942434,0.033816425120772944,21,0.03639654497317453
11,17,0.9289151925078043,0.037037037037037035,23,0.03987127924676059
5,33,0.9275578790141898,0.02576489533011272,16,0.027777129506458074
9,34,0.9274193548387097,0.040257648953301126,25,0.04340824756703773
25,28,0.926558355437666,0.028985507246376812,18,0.031282980803389676
6,16,0.9257142857142858,0.028985507246376812,18,0.03131150474145643
10,16,0.9257142857142858,0.028985507246376812,18,0.03131150474145643
21,31,0.9256097560975609,0.03542673107890499,22,0.03827393871502252
22,35,0.9254843517138598,0.03542673107890499,22,0.038279124885580114
3,29,0.9247263792718338,0.0322061191626409,20,0.034827728379503216
15,17,0.9234728894989703,0.04186795491143317,26,0.04533750301446164
15,16,0.9227963525835866,0.03542673107890499,22,0.03839062755256832
25,36,0.9223733583489683,0.030595813204508857,19,0.033170746886352846
7,14,0.9209745762711863,0.033816425120772944,21,0.036718087547745186
21,27,0.9209745762711863,0.033816425120772944,21,0.036718087547745186
13,32,0.9206000948766603,0.040257648953301126,25,0.04372979014160839
14,20,0.91892523364486,0.030595813204508857,19,0.03329521497973503
11,24,0.9189109203906481,0.0322061191626409,20,0.03504814062820084
17,24,0.9189109203906481,0.0322061191626409,20,0.03504814062820084
6,19,0.9160714285714286,0.030595813204508857,19,0.03339893839088686
10,27,0.9152542372881355,0.0322061191626409,20,0.0351881672332558
11,25,0.9149348635235732,0.030595813204508857,19,0.03344042775534759
7,29,0.9133632161367137,0.033816425120772944,21,0.03702407161064306
27,35,0.9133632161367137,0.033816425120772944,21,0.03702407161064306
3,15,0.9125934445083381,0.037037037037037035,23,0.04058437769842937
9,23,0.9120689655172414,0.037037037037037035,23,0.040607715465938526
17,35,0.9105571847507331,0.03542673107890499,22,0.03890665152304864
19,22,0.9089578454332552,0.0322061191626409,20,0.03543191724946258
11,28,0.9066323692992213,0.033816425120772944,21,0.03729893865019539
23,32,0.9066323692992213,0.033816425120772944,21,0.03729893865019539
13,23,0.9053625760649088,0.037037037037037035,23,0.04090851335827881
20,22,0.9038608855523211,0.030595813204508857,19,0.03385013522939729
8,26,0.9030339083878643,0.03542673107890499,22,0.03923078718289808
3,17,0.902353966870096,0.0322061191626409,20,0.035691225777342135
4,15,0.9016585692745853,0.04186795491143317,26,0.04643437808739216
2,28,0.9010754523728235,0.027375201288244767,17,0.030380587126368826
6,21,0.9,0.0322061191626409,20,0.03578457684737878
10,21,0.9,0.0322061191626409,20,0.03578457684737878
1,3,0.8991312741312742,0.028985507246376812,18,0.032237236185986444
14,29,0.8981404958677685,0.033816425120772944,21,0.03765159824811159
9,31,0.8975609756097561,0.03864734299516908,24,0.04305818105440033
4,14,0.8964566929133857,0.03542673107890499,22,0.03951861964884439
17,36,0.8957513768686074,0.03542673107890499,22,0.03954973667218994
34,36,0.8957513768686074,0.03542673107890499,22,0.03954973667218994
5,18,0.8956730769230768,0.028985507246376812,18,0.03236170427936864
2,33,0.8954147841968663,0.024154589371980676,15,0.02697586615531025
26,30,0.8932457786116321,0.037037037037037035,23,0.041463433607941066
2,17,0.8925263494091346,0.028985507246376812,18,0.03247580003163564
2,34,0.8925263494091346,0.028985507246376812,18,0.03247580003163564
18,23,0.8922413793103448,0.0322061191626409,20,0.036095747080834246
6,10,0.8921739130434784,0.030595813204508857,19,0.034293552812071325
27,34,0.8912657189721157,0.033816425120772944,21,0.03794202379933669
4,35,0.8890479599141016,0.03542673107890499,22,0.03984794147925143
25,35,0.8882708200890018,0.028985507246376812,18,0.032631385148363376
15,32,0.8879547014413176,0.040257648953301126,25,0.04533750301446164
2,12,0.887414514647341,0.02254428341384863,14,0.025404456476360138
12,30,0.8864393338620142,0.028985507246376812,18,0.03269880536561206
9,24,0.8862385321100916,0.033816425120772944,21,0.03815724987747672
11,30,0.8860421836228287,0.037037037037037035,23,0.04180053469418449
30,32,0.8860421836228287,0.037037037037037035,23,0.04180053469418449
9,25,0.8846153846153845,0.0322061191626409,20,0.036406917314289716
13,34,0.8837760910815938,0.03864734299516908,24,0.04372979014160839
28,33,0.8835788416471377,0.027375201288244767,17,0.030982182911049393
8,18,0.8835365853658536,0.033816425120772944,21,0.03827393871502252
