number,feature,corr,p_value,abs_corr,p_adj
17,pressure,-0.010679868941674976,0.790537788287888,0.010679868941674976,0.9789849902354545
18,temp_diff,0.015884319148062504,0.692796682260762,0.015884319148062504,0.9789849902354545
18,humidity,-0.019942334907206004,0.6198884125104032,0.019942334907206004,0.9789849902354545
18,moon_cos,-0.00583910374425077,0.8845389221024665,0.00583910374425077,0.9789849902354545
19,temp,0.022319507864965796,0.5787935527124308,0.022319507864965796,0.9789849902354545
19,pressure,-0.00609205660346613,0.8795743628424968,0.00609205660346613,0.9789849902354545
37,moon_sin,-0.0043275777073115175,0.9142924441437407,0.0043275777073115175,0.9789849902354545
19,moon_age,-0.01321350687346781,0.7424355003264183,0.01321350687346781,0.9789849902354545
17,moon_cos,0.016378267065885556,0.6837514386654857,0.016378267065885556,0.9789849902354545
37,moon_cos,0.020172316384688076,0.6158576059543718,0.020172316384688076,0.9789849902354545
35,humidity_diff,0.000978390444259642,0.9805875907788797,0.000978390444259642,0.995535572345631
12,moon_sin,-0.001010065936669042,0.9799592418047545,0.001010065936669042,0.995535572345631
4,temp,-0.00016835283515834274,0.9966593640287245,0.00016835283515834274,0.9966593640287245
23,humidity_diff,-0.0003018865322622546,0.9940096850998207,0.0003018865322622546,0.9966593640287245
18,humidity_diff,0.0007614464547424753,0.9848914265536528,0.0007614464547424753,0.9966593640287245
29,humidity,0.0001808366711245086,0.9964116480894999,0.0001808366711245086,0.9966593640287245
28,humidity,-0.0002126886674015914,0.9957796126331844,0.0002126886674015914,0.9966593640287245
